Retrieval_System | queryId | docId | score | p@20
tf_idf_stopwords | 11 | CACM-2922 | 14.861785925994633 | 0.4
tf_idf_stopwords | 12 | CACM-2479 | 14.814225571063933 | 0.1
tf_idf_stopwords | 13 | CACM-3054 | 14.531626425275736 | 0.1
tf_idf_stopwords | 14 | CACM-2819 | 19.032664735049742 | 0.15
tf_idf_stopwords | 15 | CACM-2680 | 23.028292821545943 | 0.15
tf_idf_stopwords | 16 | CACM-2424 | 21.337341811665947 | 0.1
tf_idf_stopwords | 17 | CACM-1658 | 15.301060832358486 | 0.15
tf_idf_stopwords | 18 | CACM-2645 | 18.99683512477094 | 0.1
tf_idf_stopwords | 19 | CACM-2146 | 13.484384502520424 | 0.3
tf_idf_stopwords | 20 | CACM-3166 | 16.181261403024507 | 0.1
tf_idf_stopwords | 21 | CACM-2033 | 14.968806645522175 | 0.1
tf_idf_stopwords | 22 | CACM-1742 | 14.917530881951528 | 0.05
tf_idf_stopwords | 23 | CACM-1411 | 15.323697921179651 | 0.15
tf_idf_stopwords | 24 | CACM-2150 | 7.355412307031623 | 0.05
tf_idf_stopwords | 25 | CACM-2375 | 20.956473324826383 | 0.25
tf_idf_stopwords | 26 | CACM-1750 | 19.13842694977904 | 0.1
tf_idf_stopwords | 27 | CACM-1728 | 24.189762374069275 | 0.4
tf_idf_stopwords | 28 | CACM-2967 | 25.711166894339346 | 0.2
tf_idf_stopwords | 29 | CACM-2902 | 16.181261403024507 | 0.05
tf_idf_stopwords | 30 | CACM-2372 | 21.16317938723419 | 0.05
tf_idf_stopwords | 31 | CACM-1543 | 37.68434509703507 | 0.1
tf_idf_stopwords | 32 | CACM-2059 | 47.535377328179266 | 0.05
tf_idf_stopwords | 33 | CACM-1963 | 37.61868528780053 | 0.05
tf_idf_stopwords | 36 | CACM-2794 | 18.216284550109407 | 0.25
tf_idf_stopwords | 37 | CACM-2080 | 36.909828446915 | 0.2
tf_idf_stopwords | 38 | CACM-2002 | 21.042571802514214 | 0.45
tf_idf_stopwords | 39 | CACM-2931 | 41.14619982440425 | 0.2
tf_idf_stopwords | 40 | CACM-2710 | 40.42197389240085 | 0.15
tf_idf_stopwords | 42 | CACM-1726 | 24.5242930665987 | 0.3
tf_idf_stopwords | 43 | CACM-2455 | 22.348994633601 | 0.15
tf_idf_stopwords | 44 | CACM-0329 | 19.643073684173427 | 0.1
tf_idf_stopwords | 45 | CACM-2253 | 26.236717884675283 | 0.2
tf_idf_stopwords | 48 | CACM-1658 | 33.16948648224108 | 0.05
tf_idf_stopwords | 49 | CACM-2372 | 28.41166987933938 | 0.05
tf_idf_stopwords | 57 | CACM-1764 | 17.548676410253012 | 0.05
tf_idf_stopwords | 58 | CACM-2812 | 29.1072116458352 | 0.3
tf_idf_stopwords | 59 | CACM-2705 | 37.187584908479735 | 0.45
tf_idf_stopwords | 60 | CACM-2002 | 45.32312158175128 | 0.3
tf_idf_stopwords | 61 | CACM-2722 | 32.21706367282551 | 0.45
tf_idf_stopwords | 62 | CACM-2189 | 14.932039009235869 | 0.15
tf_idf_stopwords | 63 | CACM-3156 | 28.50963941908103 | 0.35
tf_idf_stopwords | 64 | CACM-1051 | 13.989777318739469 | 0.05
