DocumentId Total_Terms Document_Length
CACM-1270 66 86
CACM-1271 60 75
CACM-1272 113 172
CACM-1273 36 42
CACM-1274 48 71
CACM-1275 25 25
CACM-1276 18 18
CACM-1277 22 22
CACM-1278 69 94
CACM-1279 50 66
CACM-1280 78 111
CACM-1281 55 77
CACM-1282 67 83
CACM-1283 18 18
CACM-1284 21 21
CACM-1285 28 29
CACM-1286 26 27
CACM-1287 22 22
CACM-1288 59 72
CACM-1289 19 19
CACM-1290 107 186
CACM-1291 16 17
CACM-1292 70 103
CACM-1293 29 30
CACM-1294 57 88
CACM-1295 83 145
CACM-1296 17 18
CACM-1297 17 18
CACM-1298 23 24
CACM-1299 21 22
CACM-1300 17 18
CACM-1301 18 19
CACM-1302 20 21
CACM-1303 24 25
CACM-1304 33 40
CACM-1305 49 84
CACM-1306 49 65
CACM-1307 126 212
CACM-1308 113 159
CACM-1309 93 115
CACM-1310 26 26
CACM-1311 16 16
CACM-1312 17 17
CACM-1313 22 22
CACM-1314 55 77
CACM-1315 111 175
CACM-1316 20 21
CACM-1317 18 18
CACM-1318 18 18
CACM-1319 22 22
CACM-1320 19 19
CACM-1321 17 18
CACM-1322 18 18
CACM-1323 104 171
CACM-1324 95 129
CACM-1325 95 140
CACM-1326 78 110
CACM-1327 87 143
CACM-1328 19 19
CACM-1329 21 22
CACM-1330 21 21
CACM-1331 78 107
CACM-1332 36 41
CACM-1333 66 83
CACM-1334 81 118
CACM-1335 20 21
CACM-1336 23 23
CACM-1337 24 24
CACM-1338 23 23
CACM-1339 23 24
CACM-1340 34 37
CACM-1341 76 102
CACM-1342 17 18
CACM-1343 18 18
CACM-1344 57 76
CACM-1345 46 51
CACM-1346 85 130
CACM-1347 78 103
CACM-1348 91 131
CACM-1349 88 127
CACM-1350 139 267
CACM-1351 54 71
CACM-1352 53 70
CACM-1353 44 66
CACM-1354 83 115
CACM-1355 19 19
CACM-1356 18 18
CACM-1357 18 18
CACM-1358 61 91
CACM-1359 90 150
CACM-1360 21 21
CACM-1361 20 20
CACM-1362 103 170
CACM-1363 56 76
CACM-1364 53 68
CACM-1365 113 154
CACM-1366 128 242
CACM-1367 25 26
CACM-1368 48 55
CACM-1369 46 58
CACM-1370 20 20
CACM-1371 23 23
CACM-1372 20 21
CACM-1373 36 49
CACM-1374 20 23
CACM-1375 18 18
CACM-1376 19 19
CACM-1377 18 18
CACM-1378 22 22
CACM-1379 106 199
CACM-1380 60 78
CACM-1381 124 202
CACM-1382 66 87
CACM-1383 54 81
CACM-1384 69 104
CACM-1385 124 177
CACM-1386 79 121
CACM-1387 83 123
CACM-1388 88 121
CACM-1389 75 89
CACM-1390 97 159
CACM-1391 68 97
CACM-1392 77 111
CACM-1393 94 140
CACM-1394 96 128
CACM-1395 53 87
CACM-1396 51 64
CACM-1397 91 130
CACM-1398 81 119
CACM-1399 46 53
CACM-1400 45 52
CACM-1401 48 53
CACM-1402 54 68
CACM-1403 66 114
CACM-1404 69 118
CACM-1405 22 22
CACM-1406 23 23
CACM-1407 25 25
CACM-1408 121 220
CACM-1409 119 174
CACM-1410 91 137
CACM-1411 92 151
CACM-1412 117 184
CACM-1413 79 117
CACM-1414 20 20
CACM-1415 130 183
CACM-1416 56 71
CACM-1417 60 76
CACM-1418 23 23
CACM-1419 22 22
CACM-1420 63 84
CACM-1421 77 113
CACM-1422 19 19
CACM-1423 101 193
CACM-1424 47 57
CACM-1425 109 190
CACM-1426 75 102
CACM-1427 85 128
CACM-1428 49 63
CACM-1429 49 70
CACM-1430 70 116
CACM-1431 40 50
CACM-1432 69 91
CACM-1433 121 197
CACM-1434 69 94
CACM-1435 77 125
CACM-1436 21 22
CACM-1437 21 21
CACM-1438 39 50
CACM-1439 62 89
CACM-1440 51 72
CACM-1441 82 117
CACM-1442 23 23
CACM-1443 63 93
CACM-1444 39 51
CACM-1445 78 107
CACM-1446 22 22
CACM-1447 21 21
CACM-1448 23 23
CACM-1449 17 17
CACM-1450 26 26
CACM-1451 20 20
CACM-1452 17 17
CACM-1453 100 151
CACM-1454 114 166
CACM-1455 85 155
CACM-1456 111 155
CACM-1457 74 120
CACM-1458 68 100
CACM-1459 59 83
CACM-1460 47 63
CACM-1461 15 16
CACM-1462 90 121
CACM-1463 66 92
CACM-1464 84 117
CACM-1465 70 97
CACM-1466 15 16
CACM-1467 60 79
CACM-1468 101 145
CACM-1469 112 163
CACM-1470 161 288
CACM-1471 68 90
CACM-1472 56 73
CACM-1473 51 85
CACM-1474 79 110
CACM-1475 66 78
CACM-1476 121 216
CACM-1477 25 26
CACM-1478 19 20
CACM-1479 21 21
CACM-1480 22 22
CACM-1481 18 18
CACM-1482 64 92
CACM-1483 55 71
CACM-1484 64 100
CACM-1485 88 126
CACM-1486 72 111
CACM-1487 99 152
CACM-1488 83 145
CACM-1489 80 101
CACM-1490 22 22
CACM-1491 108 170
CACM-1492 19 19
CACM-1493 22 22
CACM-1494 24 24
CACM-1495 52 83
CACM-1496 53 78
CACM-1497 111 198
CACM-1498 50 57
CACM-1499 19 19
CACM-1500 18 18
CACM-1501 45 80
CACM-1502 66 84
CACM-1503 82 137
CACM-1504 77 128
CACM-1505 72 108
CACM-1506 102 137
CACM-1507 70 89
CACM-1508 20 20
CACM-1509 23 23
CACM-1510 28 29
CACM-1511 30 32
CACM-1512 22 22
CACM-1513 18 18
CACM-1514 64 90
CACM-1515 58 73
CACM-1516 95 144
CACM-1517 121 183
CACM-1518 78 122
CACM-1519 93 136
CACM-1520 25 25
CACM-1521 23 23
CACM-1522 18 18
CACM-1523 81 110
CACM-1524 70 110
CACM-1525 98 201
CACM-1526 70 98
CACM-1527 102 194
CACM-1528 70 100
CACM-1529 53 72
CACM-1530 67 87
CACM-1531 36 47
CACM-1532 17 17
CACM-1533 61 94
CACM-1534 93 145
CACM-1535 68 101
CACM-1536 70 107
CACM-1537 21 21
CACM-1538 20 21
CACM-1539 23 31
CACM-1540 60 82
CACM-1541 56 76
CACM-1542 87 144
CACM-1543 127 221
CACM-1544 83 107
CACM-1545 22 23
CACM-1546 21 21
CACM-1547 24 24
CACM-1548 53 72
CACM-1549 82 118
CACM-1550 89 138
CACM-1551 54 68
CACM-1552 94 132
CACM-1553 57 81
CACM-1554 68 90
CACM-1555 22 22
CACM-1556 19 19
CACM-1557 21 21
CACM-1558 22 22
CACM-1559 29 39
CACM-1560 21 23
CACM-1561 19 20
CACM-1562 20 20
CACM-1563 39 58
CACM-1564 85 129
CACM-1565 60 74
CACM-1566 54 92
CACM-1567 56 72
CACM-1568 54 83
CACM-1569 36 50
CACM-1570 67 92
CACM-1571 76 106
CACM-1572 112 187
CACM-1573 24 24
CACM-1574 23 23
CACM-1575 23 23
CACM-1576 27 27
CACM-1577 29 29
CACM-1578 24 24
CACM-1579 25 25
CACM-1580 23 23
CACM-1581 24 24
CACM-1582 21 21
CACM-1583 23 23
CACM-1584 26 26
CACM-1585 23 23
CACM-1586 40 51
CACM-1587 65 94
CACM-1588 76 125
CACM-1589 108 157
CACM-1590 92 133
CACM-1591 133 226
CACM-1592 68 88
CACM-1593 62 89
CACM-1594 75 136
CACM-1595 84 115
CACM-1596 22 22
CACM-1597 20 20
CACM-1598 23 23
CACM-1599 22 23
CACM-1600 18 18
CACM-1601 76 145
CACM-1602 100 144
CACM-1603 77 102
CACM-1604 66 93
CACM-1605 110 174
CACM-1606 22 22
CACM-1607 20 20
CACM-1608 104 177
CACM-1609 121 178
CACM-1610 60 82
CACM-1611 46 61
CACM-1612 68 85
CACM-1613 79 118
CACM-1614 79 111
CACM-1615 55 72
CACM-1616 59 72
CACM-1617 23 23
CACM-1618 23 25
CACM-1619 51 58
CACM-1620 72 102
CACM-1621 65 81
CACM-1622 64 89
CACM-1623 96 155
CACM-1624 33 35
CACM-1625 78 127
CACM-1626 97 137
CACM-1627 61 98
CACM-1628 72 96
CACM-1629 58 75
CACM-1630 74 113
CACM-1631 55 78
CACM-1632 70 116
CACM-1633 45 64
CACM-1634 63 106
CACM-1635 50 77
CACM-1636 64 88
CACM-1637 75 130
CACM-1638 88 152
CACM-1639 18 19
CACM-1640 24 24
CACM-1641 123 211
CACM-1642 67 96
CACM-1643 62 83
CACM-1644 46 70
CACM-1645 68 108
CACM-1646 79 108
CACM-1647 110 151
CACM-1648 19 19
CACM-1649 73 102
CACM-1650 113 210
CACM-1651 124 188
CACM-1652 116 179
CACM-1653 78 115
CACM-1654 63 90
CACM-1655 60 72
CACM-1656 21 24
CACM-1657 53 75
CACM-1658 71 103
CACM-1659 56 96
CACM-1660 18 18
CACM-1661 23 25
CACM-1662 35 39
CACM-1663 28 32
CACM-1664 105 194
CACM-1665 197 388
CACM-1666 33 38
CACM-1667 38 47
CACM-1668 44 52
CACM-1669 41 51
CACM-1670 57 65
CACM-1671 121 196
CACM-1672 45 77
CACM-1673 55 67
CACM-1674 94 138
CACM-1675 50 67
CACM-1676 103 151
CACM-1677 112 177
CACM-1678 57 96
CACM-1679 94 159
CACM-1680 138 209
CACM-1681 112 184
CACM-1682 57 76
CACM-1683 57 87
CACM-1684 96 157
CACM-1685 63 107
CACM-1686 80 106
CACM-1687 29 31
CACM-1688 25 28
CACM-1689 34 38
CACM-1690 29 31
CACM-1691 127 198
CACM-1692 67 97
CACM-1693 92 136
CACM-1694 57 87
CACM-1695 132 223
CACM-1696 66 97
CACM-1697 89 148
CACM-1698 108 167
CACM-1699 117 184
CACM-1700 122 203
CACM-1701 20 20
CACM-1702 20 20
CACM-1703 86 146
CACM-1704 31 32
CACM-1705 138 247
CACM-1706 100 151
CACM-1707 53 78
CACM-1708 64 93
CACM-1709 90 138
CACM-1710 90 134
CACM-1711 126 173
CACM-1712 47 61
CACM-1713 77 102
CACM-1714 28 34
CACM-1715 22 25
CACM-1716 28 37
CACM-1717 69 90
CACM-1718 52 63
CACM-1719 77 137
CACM-1720 49 59
CACM-1721 96 166
CACM-1722 87 138
CACM-1723 66 94
CACM-1724 59 116
CACM-1725 120 248
CACM-1726 148 225
CACM-1727 142 298
CACM-1728 99 163
CACM-1729 28 33
CACM-1730 26 29
CACM-1731 26 29
CACM-1732 22 27
CACM-1733 27 29
CACM-1734 33 39
CACM-1735 63 84
CACM-1736 25 35
CACM-1737 22 22
CACM-1738 97 150
CACM-1739 68 105
CACM-1740 67 102
CACM-1741 137 243
CACM-1742 94 143
CACM-1743 60 82
CACM-1744 68 102
CACM-1745 88 139
CACM-1746 50 67
CACM-1747 121 210
CACM-1748 95 151
CACM-1749 75 109
CACM-1750 100 163
CACM-1751 92 145
CACM-1752 86 139
CACM-1753 73 109
CACM-1754 81 114
CACM-1755 23 24
CACM-1756 36 48
CACM-1757 45 59
CACM-1758 23 28
CACM-1759 21 23
CACM-1760 24 27
CACM-1761 27 29
CACM-1762 22 23
CACM-1763 30 39
CACM-1764 114 173
CACM-1765 71 108
CACM-1766 66 93
CACM-1767 71 102
CACM-1768 112 174
CACM-1769 139 191
CACM-1770 75 115
CACM-1771 94 196
CACM-1772 18 19
CACM-1773 21 22
CACM-1774 62 85
CACM-1775 30 39
CACM-1776 22 23
CACM-1777 24 31
CACM-1778 21 24
CACM-1779 22 24
CACM-1780 31 36
CACM-1781 69 96
CACM-1782 51 74
CACM-1783 65 98
CACM-1784 76 120
CACM-1785 49 69
CACM-1786 71 92
CACM-1787 70 90
CACM-1788 106 165
CACM-1789 21 21
CACM-1790 30 32
CACM-1791 27 31
CACM-1792 114 174
CACM-1793 33 34
CACM-1794 33 34
CACM-1795 29 31
CACM-1796 30 41
CACM-1797 30 31
CACM-1798 24 30
CACM-1799 26 27
CACM-1800 25 27
CACM-1801 36 44
CACM-1802 35 42
CACM-1803 27 35
CACM-1804 27 32
CACM-1805 135 211
CACM-1806 89 142
CACM-1807 104 164
CACM-1808 69 83
CACM-1809 67 106
CACM-1810 122 188
CACM-1811 138 236
CACM-1812 25 27
CACM-1813 26 31
CACM-1814 22 25
CACM-1815 25 28
CACM-1816 36 40
CACM-1817 29 31
CACM-1818 31 39
CACM-1819 30 34
CACM-1820 23 26
CACM-1821 32 34
CACM-1822 29 29
CACM-1823 22 27
CACM-1824 135 201
CACM-1825 106 179
CACM-1826 68 91
CACM-1827 121 224
CACM-1828 77 115
CACM-1829 113 204
CACM-1830 29 34
CACM-1831 29 31
CACM-1832 23 25
CACM-1833 27 27
CACM-1834 101 145
CACM-1835 65 92
CACM-1836 63 98
CACM-1837 47 58
CACM-1838 25 28
CACM-1839 33 37
CACM-1840 27 29
CACM-1841 31 33
CACM-1842 27 29
CACM-1843 61 80
CACM-1844 168 290
CACM-1845 102 154
CACM-1846 116 193
CACM-1847 118 245
CACM-1848 41 48
CACM-1849 22 24
CACM-1850 26 33
CACM-1851 23 26
CACM-1852 75 103
CACM-1853 104 173
CACM-1854 111 174
CACM-1855 94 163
CACM-1856 172 366
CACM-1857 26 32
CACM-1858 47 62
CACM-1859 46 67
CACM-1860 48 66
CACM-1861 78 103
CACM-1862 134 207
CACM-1863 27 32
CACM-1864 23 27
CACM-1865 24 24
CACM-1866 32 40
CACM-1867 65 100
CACM-1868 92 128
CACM-1869 89 131
CACM-1870 63 80
CACM-1871 80 105
CACM-1872 24 24
CACM-1873 46 52
CACM-1874 102 160
CACM-1875 78 122
CACM-1876 44 63
CACM-1877 98 170
CACM-1878 88 128
CACM-1879 117 200
CACM-1880 32 36
CACM-1881 25 30
CACM-1882 28 37
CACM-1883 27 30
CACM-1884 71 112
CACM-1885 106 168
CACM-1886 118 194
CACM-1887 43 65
CACM-1888 91 139
CACM-1889 109 154
CACM-1890 104 181
CACM-1891 98 153
CACM-1892 104 163
CACM-1893 38 47
CACM-1894 27 36
CACM-1895 27 30
CACM-1896 21 30
CACM-1897 20 26
CACM-1898 22 31
CACM-1899 31 37
CACM-1900 84 123
CACM-1901 76 116
CACM-1902 75 104
CACM-1903 30 39
CACM-1904 35 45
CACM-1905 75 116
CACM-1906 101 179
CACM-1907 66 89
CACM-1908 126 203
CACM-1909 50 62
CACM-1910 64 93
CACM-1911 88 151
CACM-1912 64 82
CACM-1913 29 36
CACM-1914 27 34
CACM-1915 99 151
CACM-1916 92 140
CACM-1917 45 55
CACM-1918 23 23
CACM-1919 27 33
CACM-1920 25 26
CACM-1921 47 58
CACM-1922 35 121
CACM-1923 59 69
CACM-1924 102 164
CACM-1925 80 125
CACM-1926 83 99
CACM-1927 61 91
CACM-1928 112 194
CACM-1929 94 145
CACM-1930 116 180
CACM-1931 89 140
CACM-1932 79 145
CACM-1933 80 125
CACM-1934 68 99
CACM-1935 65 85
CACM-1936 142 288
CACM-1937 75 111
CACM-1938 71 106
CACM-1939 117 204
CACM-1940 35 39
CACM-1941 24 26
CACM-1942 33 37
CACM-1943 28 36
CACM-1944 27 30
CACM-1945 78 115
CACM-1946 120 202
CACM-1947 80 103
CACM-1948 87 129
CACM-1949 35 40
CACM-1950 25 27
CACM-1951 87 158
CACM-1952 16 17
CACM-1953 26 26
CACM-1954 27 33
CACM-1955 33 40
CACM-1956 111 204
CACM-1957 74 115
CACM-1958 74 110
CACM-1959 83 142
CACM-1960 80 105
CACM-1961 77 145
CACM-1962 127 188
CACM-1963 21 26
CACM-1964 28 31
CACM-1965 32 38
CACM-1966 29 30
CACM-1967 27 30
CACM-1968 34 38
CACM-1969 28 29
CACM-1970 36 43
CACM-1971 31 37
CACM-1972 59 75
CACM-1973 68 80
CACM-1974 111 185
CACM-1975 75 97
CACM-1976 141 259
CACM-1977 79 117
CACM-1978 121 196
CACM-1979 27 30
CACM-1980 27 33
CACM-1981 24 27
CACM-1982 28 33
CACM-1983 20 24
CACM-1984 22 23
CACM-1985 26 29
CACM-1986 26 28
CACM-1987 28 30
CACM-1988 76 102
CACM-1989 86 146
CACM-1990 18 22
CACM-1991 30 38
CACM-1992 37 40
CACM-1993 24 34
CACM-1994 20 26
CACM-1995 27 30
CACM-1996 29 39
CACM-1997 110 177
CACM-1998 56 98
CACM-1999 55 74
CACM-2000 74 122
CACM-2001 46 54
CACM-2002 177 322
CACM-2003 126 232
CACM-2004 87 133
CACM-2005 33 33
CACM-2006 32 38
CACM-2007 14 16
CACM-2008 33 36
CACM-2009 25 31
CACM-2010 22 27
CACM-2011 22 28
CACM-2012 22 28
CACM-2013 20 22
CACM-2014 26 28
CACM-2015 75 122
CACM-2016 87 113
CACM-2017 96 148
CACM-2018 84 140
CACM-2019 86 121
CACM-2020 132 237
CACM-2021 34 36
CACM-2022 25 27
CACM-2023 26 28
CACM-2024 27 27
CACM-2025 33 33
CACM-2026 19 19
CACM-2027 28 34
CACM-2028 32 36
CACM-2029 25 27
CACM-2030 95 149
CACM-2031 71 137
CACM-2032 64 82
CACM-2033 140 273
CACM-2034 72 94
CACM-2035 150 246
CACM-2036 100 133
CACM-2037 26 28
CACM-2038 26 29
CACM-2039 33 35
CACM-2040 26 32
CACM-2041 27 29
CACM-2042 48 66
CACM-2043 27 33
CACM-2044 26 28
CACM-2045 26 29
CACM-2046 144 241
CACM-2047 74 115
CACM-2048 67 100
CACM-2049 46 64
CACM-2050 86 135
CACM-2051 112 190
CACM-2052 69 95
CACM-2053 119 197
CACM-2054 127 202
CACM-2055 26 28
CACM-2056 26 26
CACM-2057 33 38
CACM-2058 26 29
CACM-2059 80 117
CACM-2060 143 231
CACM-2061 106 202
CACM-2062 76 115
CACM-2063 16 16
CACM-2064 100 139
CACM-2065 102 169
CACM-2066 25 29
CACM-2067 32 34
CACM-2068 25 27
CACM-2069 42 42
CACM-2070 23 23
CACM-2071 26 32
CACM-2072 28 31
CACM-2073 31 35
CACM-2074 30 42
CACM-2075 33 36
CACM-2076 60 76
CACM-2077 50 62
CACM-2078 72 97
CACM-2079 20 20
CACM-2080 78 116
CACM-2081 105 160
CACM-2082 102 170
CACM-2083 83 136
CACM-2084 36 43
CACM-2085 25 27
CACM-2086 27 27
CACM-2087 25 28
CACM-2088 29 31
CACM-2089 24 26
CACM-2090 32 46
CACM-2091 83 131
CACM-2092 122 205
CACM-2093 80 121
CACM-2094 77 111
CACM-2095 98 131
CACM-2096 109 196
CACM-2097 86 123
CACM-2098 29 34
CACM-2099 33 36
CACM-2100 21 22
CACM-2101 26 30
CACM-2102 25 26
CACM-2103 24 29
CACM-2104 24 31
CACM-2105 79 124
CACM-2106 147 226
CACM-2107 58 73
CACM-2108 47 62
CACM-2109 81 130
CACM-2110 83 132
CACM-2111 83 115
CACM-2112 81 112
CACM-2113 137 215
CACM-2114 69 116
CACM-2115 25 27
CACM-2116 35 46
CACM-2117 32 37
CACM-2118 29 35
CACM-2119 27 28
CACM-2120 25 28
CACM-2121 25 26
CACM-2122 28 33
CACM-2123 27 31
CACM-2124 27 30
CACM-2125 87 129
CACM-2126 46 54
CACM-2127 116 175
CACM-2128 73 93
CACM-2129 44 64
CACM-2130 103 141
CACM-2131 26 27
CACM-2132 27 30
CACM-2133 31 36
CACM-2134 69 98
CACM-2135 69 96
CACM-2136 42 47
CACM-2137 102 152
CACM-2138 93 145
CACM-2139 65 88
CACM-2140 77 107
CACM-2141 80 106
CACM-2142 112 171
CACM-2143 30 37
CACM-2144 109 194
CACM-2145 118 183
CACM-2146 95 143
CACM-2147 93 140
CACM-2148 83 117
CACM-2149 44 50
CACM-2150 76 118
CACM-2151 79 121
CACM-2152 96 147
CACM-2153 97 136
CACM-2154 98 161
CACM-2155 71 106
CACM-2156 30 31
CACM-2157 27 29
CACM-2158 35 45
CACM-2159 25 30
CACM-2160 100 176
CACM-2161 23 24
CACM-2162 59 95
CACM-2163 92 154
CACM-2164 80 140
CACM-2165 61 93
CACM-2166 77 119
CACM-2167 109 180
CACM-2168 60 74
CACM-2169 83 114
CACM-2170 47 60
CACM-2171 20 22
CACM-2172 22 24
CACM-2173 37 42
CACM-2174 62 88
CACM-2175 105 182
CACM-2176 108 192
CACM-2177 120 211
CACM-2178 106 204
CACM-2179 86 138
CACM-2180 49 63
CACM-2181 142 244
CACM-2182 28 28
CACM-2183 21 24
CACM-2184 103 197
CACM-2185 59 81
CACM-2186 104 178
CACM-2187 84 140
CACM-2188 124 210
CACM-2189 111 209
CACM-2190 16 16
CACM-2191 23 26
CACM-2192 51 61
CACM-2193 53 68
CACM-2194 127 195
CACM-2195 104 188
CACM-2196 136 243
CACM-2197 117 197
CACM-2198 143 251
CACM-2199 24 29
CACM-2200 80 136
CACM-2201 120 165
CACM-2202 128 203
CACM-2203 117 179
CACM-2204 74 100
CACM-2205 26 30
CACM-2206 40 50
CACM-2207 59 100
CACM-2208 94 201
CACM-2209 54 74
CACM-2210 108 166
CACM-2211 84 115
CACM-2212 17 21
CACM-2213 32 38
CACM-2214 30 51
CACM-2215 117 194
CACM-2216 107 190
CACM-2217 142 268
CACM-2218 86 143
CACM-2219 107 211
CACM-2220 83 117
CACM-2221 35 37
CACM-2222 32 35
CACM-2223 28 33
CACM-2224 32 39
CACM-2225 30 31
CACM-2226 61 83
CACM-2227 71 112
CACM-2228 73 109
CACM-2229 99 168
CACM-2230 80 115
CACM-2231 75 122
CACM-2232 122 198
CACM-2233 267 436
CACM-2234 24 27
CACM-2235 21 26
CACM-2236 39 41
CACM-2237 16 16
CACM-2238 19 19
CACM-2239 30 41
CACM-2240 24 26
CACM-2241 29 34
CACM-2242 29 34
CACM-2243 26 31
CACM-2244 23 28
CACM-2245 120 185
CACM-2246 75 118
CACM-2247 102 153
CACM-2248 70 108
CACM-2249 80 117
CACM-2250 27 27
CACM-2251 72 99
CACM-2252 113 177
CACM-2253 87 146
CACM-2254 103 170
CACM-2255 32 38
CACM-2256 29 33
CACM-2257 28 30
CACM-2258 58 67
CACM-2259 24 34
CACM-2260 32 33
CACM-2261 82 111
CACM-2262 62 82
CACM-2263 131 225
CACM-2264 86 154
CACM-2265 131 214
CACM-2266 69 105
CACM-2267 62 80
CACM-2268 79 120
CACM-2269 27 30
CACM-2270 28 33
CACM-2271 22 22
CACM-2272 56 67
CACM-2273 93 140
CACM-2274 103 177
CACM-2275 87 128
CACM-2276 94 132
CACM-2277 78 145
CACM-2278 29 35
CACM-2279 32 47
CACM-2280 35 36
CACM-2281 31 31
CACM-2282 26 28
CACM-2283 83 140
CACM-2284 33 34
CACM-2285 55 78
CACM-2286 71 98
CACM-2287 83 132
CACM-2288 74 122
CACM-2289 158 291
CACM-2290 39 44
CACM-2291 28 33
CACM-2292 24 26
CACM-2293 24 26
CACM-2294 29 29
CACM-2295 37 44
CACM-2296 19 22
CACM-2297 104 179
CACM-2298 85 123
CACM-2299 98 131
CACM-2300 82 128
CACM-2301 97 163
CACM-2302 102 154
CACM-2303 41 46
CACM-2304 65 83
CACM-2305 94 141
CACM-2306 56 68
CACM-2307 102 158
CACM-2308 95 131
CACM-2309 44 50
CACM-2310 90 145
CACM-2311 57 78
CACM-2312 40 47
CACM-2313 93 136
CACM-2314 160 253
CACM-2315 47 61
CACM-2316 71 130
CACM-2317 119 181
CACM-2318 55 72
CACM-2319 111 167
CACM-2320 98 128
CACM-2321 94 139
CACM-2322 61 79
CACM-2323 79 118
CACM-2324 85 124
CACM-2325 49 73
CACM-2326 65 95
CACM-2327 70 92
CACM-2328 27 30
CACM-2329 25 27
CACM-2330 29 40
CACM-2331 25 28
CACM-2332 28 30
CACM-2333 32 34
CACM-2334 28 32
CACM-2335 27 31
CACM-2336 26 31
CACM-2337 47 59
CACM-2338 36 52
CACM-2339 82 111
CACM-2340 77 123
CACM-2341 137 212
CACM-2342 138 249
CACM-2343 117 180
CACM-2344 132 266
CACM-2345 64 93
CACM-2346 26 33
CACM-2347 27 31
CACM-2348 19 22
CACM-2349 33 40
CACM-2350 25 27
CACM-2351 22 25
CACM-2352 22 27
CACM-2353 62 86
CACM-2354 118 200
CACM-2355 94 135
CACM-2356 76 107
CACM-2357 91 140
CACM-2358 124 210
CACM-2359 99 179
CACM-2360 27 31
CACM-2361 28 28
CACM-2362 32 34
CACM-2363 23 30
CACM-2364 33 49
CACM-2365 66 78
CACM-2366 68 126
CACM-2367 90 140
CACM-2368 87 136
CACM-2369 97 150
CACM-2370 85 115
CACM-2371 52 79
CACM-2372 100 156
CACM-2373 94 134
CACM-2374 75 104
CACM-2375 106 168
CACM-2376 84 121
CACM-2377 104 171
CACM-2378 104 167
CACM-2379 93 140
CACM-2380 115 158
CACM-2381 24 24
CACM-2382 23 23
CACM-2383 97 153
CACM-2384 22 24
CACM-2385 26 35
CACM-2386 21 21
CACM-2387 57 67
CACM-2388 85 139
CACM-2389 77 113
CACM-2390 118 187
CACM-2391 33 41
CACM-2392 26 28
CACM-2393 30 41
CACM-2394 36 46
CACM-2395 44 62
CACM-2396 135 208
CACM-2397 19 19
CACM-2398 92 129
CACM-2399 55 66
CACM-2400 78 99
CACM-2401 98 155
CACM-2402 128 215
CACM-2403 25 33
CACM-2404 26 27
CACM-2405 27 32
CACM-2406 89 150
CACM-2407 58 84
CACM-2408 46 65
CACM-2409 49 69
CACM-2410 50 79
CACM-2411 42 48
CACM-2412 35 39
CACM-2413 56 69
CACM-2414 24 24
CACM-2415 28 36
CACM-2416 28 30
CACM-2417 23 23
CACM-2418 28 31
CACM-2419 26 28
CACM-2420 94 143
CACM-2421 149 251
CACM-2422 23 23
CACM-2423 117 158
CACM-2424 111 196
CACM-2425 18 18
CACM-2426 33 35
CACM-2427 23 26
CACM-2428 33 35
CACM-2429 41 43
CACM-2430 29 36
CACM-2431 27 34
CACM-2432 26 29
CACM-2433 98 155
CACM-2434 59 83
CACM-2435 54 70
CACM-2436 62 79
CACM-2437 102 187
CACM-2438 127 207
CACM-2439 74 105
CACM-2440 26 27
CACM-2441 18 18
CACM-2442 19 20
CACM-2443 22 22
CACM-2444 36 38
CACM-2445 24 27
CACM-2446 37 41
CACM-2447 48 64
CACM-2448 22 24
CACM-2449 53 74
CACM-2450 74 97
CACM-2451 118 197
CACM-2452 92 151
CACM-2453 99 152
CACM-2454 71 95
CACM-2455 85 144
CACM-2456 83 144
CACM-2457 71 98
CACM-2458 22 23
CACM-2459 22 22
CACM-2460 18 18
CACM-2461 18 18
CACM-2462 21 21
CACM-2463 21 21
CACM-2464 28 33
CACM-2465 33 38
CACM-2466 29 31
CACM-2467 28 31
CACM-2468 24 27
CACM-2469 53 81
CACM-2470 150 271
CACM-2471 109 162
CACM-2472 21 27
CACM-2473 26 28
CACM-2474 28 32
CACM-2475 28 30
CACM-2476 29 35
CACM-2477 30 35
CACM-2478 27 28
CACM-2479 78 148
CACM-2480 107 158
CACM-2481 59 108
CACM-2482 73 101
CACM-2483 155 258
CACM-2484 109 196
CACM-2485 79 124
CACM-2486 96 136
CACM-2487 63 92
CACM-2488 47 60
CACM-2489 33 34
CACM-2490 73 110
CACM-2491 52 71
CACM-2492 60 90
CACM-2493 55 76
CACM-2494 97 156
CACM-2495 38 42
CACM-2496 79 130
CACM-2497 103 170
CACM-2498 84 114
CACM-2499 138 226
CACM-2500 113 170
CACM-2501 94 152
CACM-2502 30 34
CACM-2503 19 19
CACM-2504 33 38
CACM-2505 27 29
CACM-2506 25 29
CACM-2507 41 50
CACM-2508 26 27
CACM-2509 19 20
CACM-2510 23 24
CACM-2511 16 16
CACM-2512 22 28
CACM-2513 64 93
CACM-2514 74 94
CACM-2515 82 140
CACM-2516 78 121
CACM-2517 81 100
CACM-2518 80 109
CACM-2519 85 119
CACM-2520 37 42
CACM-2521 34 36
CACM-2522 96 150
CACM-2523 89 130
CACM-2524 86 126
CACM-2525 92 179
CACM-2526 105 179
CACM-2527 86 121
CACM-2528 28 31
CACM-2529 28 31
CACM-2530 31 33
CACM-2531 24 27
CACM-2532 28 29
CACM-2533 35 41
CACM-2534 131 215
CACM-2535 107 183
CACM-2536 82 118
CACM-2537 92 142
CACM-2538 98 148
CACM-2539 34 41
CACM-2540 24 24
