DocumentId Total_Terms Document_Length
CACM-1270 64 86
CACM-1271 59 75
CACM-1272 109 172
CACM-1273 35 42
CACM-1274 50 75
CACM-1275 25 25
CACM-1276 18 18
CACM-1277 22 22
CACM-1278 67 96
CACM-1279 50 67
CACM-1280 74 116
CACM-1281 55 78
CACM-1282 63 83
CACM-1283 18 18
CACM-1284 21 21
CACM-1285 28 29
CACM-1286 26 27
CACM-1287 23 23
CACM-1288 58 74
CACM-1289 19 19
CACM-1290 104 193
CACM-1291 16 17
CACM-1292 68 109
CACM-1293 28 30
CACM-1294 58 95
CACM-1295 78 145
CACM-1296 17 18
CACM-1297 17 18
CACM-1298 23 24
CACM-1299 21 22
CACM-1300 17 18
CACM-1301 18 19
CACM-1302 20 21
CACM-1303 25 26
CACM-1304 34 42
CACM-1305 49 84
CACM-1306 48 65
CACM-1307 122 215
CACM-1308 108 163
CACM-1309 87 116
CACM-1310 26 26
CACM-1311 16 16
CACM-1312 17 17
CACM-1313 22 22
CACM-1314 53 77
CACM-1315 103 178
CACM-1316 21 22
CACM-1317 19 19
CACM-1318 18 18
CACM-1319 22 22
CACM-1320 19 19
CACM-1321 17 18
CACM-1322 18 18
CACM-1323 97 173
CACM-1324 90 137
CACM-1325 94 145
CACM-1326 77 110
CACM-1327 83 143
CACM-1328 19 19
CACM-1329 21 22
CACM-1330 22 22
CACM-1331 74 110
CACM-1332 36 41
CACM-1333 64 83
CACM-1334 77 119
CACM-1335 20 21
CACM-1336 23 23
CACM-1337 24 24
CACM-1338 23 23
CACM-1339 23 24
CACM-1340 33 37
CACM-1341 72 102
CACM-1342 17 18
CACM-1343 18 18
CACM-1344 55 77
CACM-1345 44 51
CACM-1346 81 130
CACM-1347 72 106
CACM-1348 85 132
CACM-1349 87 129
CACM-1350 131 282
CACM-1351 53 72
CACM-1352 51 70
CACM-1353 43 66
CACM-1354 78 115
CACM-1355 19 19
CACM-1356 18 18
CACM-1357 18 18
CACM-1358 58 94
CACM-1359 88 152
CACM-1360 21 21
CACM-1361 21 21
CACM-1362 100 170
CACM-1363 55 78
CACM-1364 55 71
CACM-1365 104 156
CACM-1366 120 244
CACM-1367 27 28
CACM-1368 46 55
CACM-1369 46 60
CACM-1370 20 20
CACM-1371 23 23
CACM-1372 20 21
CACM-1373 36 49
CACM-1374 20 23
CACM-1375 18 18
CACM-1376 19 19
CACM-1377 19 19
CACM-1378 23 23
CACM-1379 99 200
CACM-1380 58 81
CACM-1381 118 202
CACM-1382 65 88
CACM-1383 52 81
CACM-1384 65 104
CACM-1385 119 180
CACM-1386 77 123
CACM-1387 82 124
CACM-1388 81 122
CACM-1389 74 92
CACM-1390 90 159
CACM-1391 70 100
CACM-1392 73 111
CACM-1393 90 140
CACM-1394 94 129
CACM-1395 49 87
CACM-1396 51 66
CACM-1397 88 131
CACM-1398 79 119
CACM-1399 49 59
CACM-1400 45 54
CACM-1401 49 55
CACM-1402 52 69
CACM-1403 62 115
CACM-1404 66 120
CACM-1405 22 22
CACM-1406 23 23
CACM-1407 25 25
CACM-1408 110 221
CACM-1409 116 177
CACM-1410 86 141
CACM-1411 83 151
CACM-1412 114 188
CACM-1413 76 117
CACM-1414 22 22
CACM-1415 126 185
CACM-1416 55 71
CACM-1417 60 76
CACM-1418 23 23
CACM-1419 22 22
CACM-1420 61 85
CACM-1421 76 113
CACM-1422 20 20
CACM-1423 100 195
CACM-1424 44 57
CACM-1425 105 192
CACM-1426 71 102
CACM-1427 80 131
CACM-1428 49 63
CACM-1429 48 70
CACM-1430 67 125
CACM-1431 39 50
CACM-1432 67 92
CACM-1433 117 197
CACM-1434 67 94
CACM-1435 77 126
CACM-1436 21 22
CACM-1437 22 22
CACM-1438 39 50
CACM-1439 62 90
CACM-1440 51 72
CACM-1441 81 120
CACM-1442 23 23
CACM-1443 60 93
CACM-1444 40 53
CACM-1445 75 107
CACM-1446 22 22
CACM-1447 21 21
CACM-1448 23 23
CACM-1449 17 17
CACM-1450 26 26
CACM-1451 21 21
CACM-1452 18 18
CACM-1453 94 152
CACM-1454 108 171
CACM-1455 80 156
CACM-1456 104 156
CACM-1457 70 120
CACM-1458 65 100
CACM-1459 56 85
CACM-1460 44 68
CACM-1461 15 16
CACM-1462 87 126
CACM-1463 64 100
CACM-1464 81 117
CACM-1465 69 97
CACM-1466 15 16
CACM-1467 57 80
CACM-1468 99 147
CACM-1469 113 168
CACM-1470 143 289
CACM-1471 65 92
CACM-1472 57 74
CACM-1473 51 88
CACM-1474 74 110
CACM-1475 67 79
CACM-1476 112 222
CACM-1477 25 26
CACM-1478 19 20
CACM-1479 21 21
CACM-1480 22 22
CACM-1481 18 18
CACM-1482 63 93
CACM-1483 54 73
CACM-1484 60 101
CACM-1485 81 126
CACM-1486 71 111
CACM-1487 98 154
CACM-1488 83 147
CACM-1489 77 102
CACM-1490 22 22
CACM-1491 105 173
CACM-1492 19 19
CACM-1493 22 22
CACM-1494 24 24
CACM-1495 51 83
CACM-1496 51 83
CACM-1497 101 202
CACM-1498 49 57
CACM-1499 20 20
CACM-1500 19 19
CACM-1501 45 74
CACM-1502 68 87
CACM-1503 76 138
CACM-1504 73 128
CACM-1505 71 108
CACM-1506 103 142
CACM-1507 69 89
CACM-1508 20 20
CACM-1509 23 23
CACM-1510 28 29
CACM-1511 30 32
CACM-1512 23 23
CACM-1513 18 18
CACM-1514 60 90
CACM-1515 57 73
CACM-1516 92 147
CACM-1517 115 186
CACM-1518 73 123
CACM-1519 92 137
CACM-1520 25 25
CACM-1521 24 24
CACM-1522 18 18
CACM-1523 81 112
CACM-1524 68 110
CACM-1525 93 202
CACM-1526 68 98
CACM-1527 93 194
CACM-1528 69 101
CACM-1529 52 74
CACM-1530 67 89
CACM-1531 36 47
CACM-1532 18 18
CACM-1533 60 94
CACM-1534 87 145
CACM-1535 65 102
CACM-1536 68 108
CACM-1537 21 21
CACM-1538 20 21
CACM-1539 23 31
CACM-1540 56 82
CACM-1541 54 76
CACM-1542 83 145
CACM-1543 119 224
CACM-1544 82 109
CACM-1545 22 23
CACM-1546 21 21
CACM-1547 24 24
CACM-1548 53 72
CACM-1549 81 119
CACM-1550 85 138
CACM-1551 54 69
CACM-1552 91 133
CACM-1553 53 81
CACM-1554 66 98
CACM-1555 22 22
CACM-1556 19 19
CACM-1557 21 21
CACM-1558 24 24
CACM-1559 27 40
CACM-1560 20 23
CACM-1561 20 21
CACM-1562 20 20
CACM-1563 37 59
CACM-1564 82 130
CACM-1565 60 75
CACM-1566 55 94
CACM-1567 55 73
CACM-1568 50 83
CACM-1569 36 52
CACM-1570 65 93
CACM-1571 77 108
CACM-1572 108 191
CACM-1573 24 24
CACM-1574 23 23
CACM-1575 23 23
CACM-1576 27 27
CACM-1577 29 29
CACM-1578 24 24
CACM-1579 25 25
CACM-1580 24 24
CACM-1581 25 25
CACM-1582 21 21
CACM-1583 23 23
CACM-1584 26 26
CACM-1585 23 23
CACM-1586 40 52
CACM-1587 64 94
CACM-1588 73 128
CACM-1589 107 161
CACM-1590 93 139
CACM-1591 130 228
CACM-1592 67 90
CACM-1593 61 89
CACM-1594 68 143
CACM-1595 78 115
CACM-1596 22 22
CACM-1597 20 20
CACM-1598 23 23
CACM-1599 22 23
CACM-1600 18 18
CACM-1601 72 145
CACM-1602 93 145
CACM-1603 74 105
CACM-1604 66 94
CACM-1605 102 176
CACM-1606 23 23
CACM-1607 20 20
CACM-1608 93 177
CACM-1609 111 178
CACM-1610 59 82
CACM-1611 47 65
CACM-1612 69 89
CACM-1613 74 121
CACM-1614 77 111
CACM-1615 56 74
CACM-1616 57 72
CACM-1617 23 23
CACM-1618 24 26
CACM-1619 48 60
CACM-1620 66 104
CACM-1621 65 83
CACM-1622 62 89
CACM-1623 93 155
CACM-1624 33 35
CACM-1625 76 130
CACM-1626 94 139
CACM-1627 59 98
CACM-1628 69 96
CACM-1629 58 75
CACM-1630 70 114
CACM-1631 52 80
CACM-1632 68 116
CACM-1633 44 64
CACM-1634 62 111
CACM-1635 50 82
CACM-1636 66 91
CACM-1637 72 130
CACM-1638 87 155
CACM-1639 18 19
CACM-1640 24 24
CACM-1641 114 213
CACM-1642 64 96
CACM-1643 61 83
CACM-1644 43 70
CACM-1645 67 108
CACM-1646 76 109
CACM-1647 105 155
CACM-1648 19 19
CACM-1649 70 103
CACM-1650 106 210
CACM-1651 118 188
CACM-1652 112 182
CACM-1653 76 115
CACM-1654 60 90
CACM-1655 60 100
CACM-1656 21 26
CACM-1657 55 81
CACM-1658 70 108
CACM-1659 54 99
CACM-1660 17 18
CACM-1661 24 26
CACM-1662 36 40
CACM-1663 27 34
CACM-1664 100 202
CACM-1665 184 403
CACM-1666 34 40
CACM-1667 37 50
CACM-1668 45 56
CACM-1669 42 55
CACM-1670 54 92
CACM-1671 117 204
CACM-1672 45 79
CACM-1673 52 76
CACM-1674 88 142
CACM-1675 50 70
CACM-1676 101 158
CACM-1677 108 181
CACM-1678 55 100
CACM-1679 95 171
CACM-1680 126 223
CACM-1681 109 189
CACM-1682 54 82
CACM-1683 57 91
CACM-1684 96 163
CACM-1685 58 112
CACM-1686 75 110
CACM-1687 33 36
CACM-1688 29 33
CACM-1689 35 40
CACM-1690 33 36
CACM-1691 120 200
CACM-1692 68 99
CACM-1693 89 140
CACM-1694 56 90
CACM-1695 129 231
CACM-1696 66 99
CACM-1697 89 153
CACM-1698 101 172
CACM-1699 111 192
CACM-1700 116 206
CACM-1701 20 20
CACM-1702 20 20
CACM-1703 82 151
CACM-1704 33 34
CACM-1705 128 251
CACM-1706 91 154
CACM-1707 53 80
CACM-1708 63 96
CACM-1709 85 144
CACM-1710 85 137
CACM-1711 114 178
CACM-1712 47 62
CACM-1713 75 107
CACM-1714 28 36
CACM-1715 23 26
CACM-1716 28 39
CACM-1717 68 92
CACM-1718 52 66
CACM-1719 78 150
CACM-1720 49 60
CACM-1721 92 171
CACM-1722 83 142
CACM-1723 62 95
CACM-1724 57 117
CACM-1725 108 255
CACM-1726 151 236
CACM-1727 131 305
CACM-1728 92 169
CACM-1729 29 34
CACM-1730 28 31
CACM-1731 27 30
CACM-1732 22 28
CACM-1733 26 30
CACM-1734 32 42
CACM-1735 62 85
CACM-1736 26 38
CACM-1737 23 23
CACM-1738 95 153
CACM-1739 67 108
CACM-1740 69 105
CACM-1741 130 248
CACM-1742 88 147
CACM-1743 59 89
CACM-1744 67 105
CACM-1745 84 144
CACM-1746 49 71
CACM-1747 116 222
CACM-1748 94 157
CACM-1749 77 113
CACM-1750 95 165
CACM-1751 87 147
CACM-1752 84 145
CACM-1753 71 111
CACM-1754 80 118
CACM-1755 23 24
CACM-1756 39 65
CACM-1757 48 84
CACM-1758 24 29
CACM-1759 22 24
CACM-1760 24 29
CACM-1761 28 33
CACM-1762 22 24
CACM-1763 30 41
CACM-1764 112 176
CACM-1765 71 110
CACM-1766 65 97
CACM-1767 68 104
CACM-1768 117 184
CACM-1769 138 205
CACM-1770 71 117
CACM-1771 90 198
CACM-1772 18 19
CACM-1773 21 22
CACM-1774 60 86
CACM-1775 31 40
CACM-1776 23 24
CACM-1777 25 33
CACM-1778 22 28
CACM-1779 23 28
CACM-1780 32 37
CACM-1781 67 104
CACM-1782 50 75
CACM-1783 64 110
CACM-1784 72 122
CACM-1785 49 71
CACM-1786 72 97
CACM-1787 69 94
CACM-1788 101 170
CACM-1789 21 21
CACM-1790 31 33
CACM-1791 27 32
CACM-1792 109 177
CACM-1793 35 36
CACM-1794 35 38
CACM-1795 29 32
CACM-1796 30 41
CACM-1797 31 33
CACM-1798 24 31
CACM-1799 27 28
CACM-1800 26 28
CACM-1801 34 46
CACM-1802 35 44
CACM-1803 27 36
CACM-1804 28 33
CACM-1805 129 218
CACM-1806 87 143
CACM-1807 96 166
CACM-1808 67 89
CACM-1809 67 107
CACM-1810 117 195
CACM-1811 124 247
CACM-1812 24 28
CACM-1813 27 34
CACM-1814 23 26
CACM-1815 26 29
CACM-1816 35 43
CACM-1817 30 32
CACM-1818 30 40
CACM-1819 31 36
CACM-1820 22 27
CACM-1821 33 35
CACM-1822 29 32
CACM-1823 22 28
CACM-1824 126 217
CACM-1825 106 185
CACM-1826 67 100
CACM-1827 117 233
CACM-1828 77 120
CACM-1829 108 211
CACM-1830 31 36
CACM-1831 30 34
CACM-1832 24 26
CACM-1833 29 29
CACM-1834 99 153
CACM-1835 65 98
CACM-1836 65 101
CACM-1837 47 63
CACM-1838 25 30
CACM-1839 33 39
CACM-1840 26 31
CACM-1841 30 36
CACM-1842 29 31
CACM-1843 61 85
CACM-1844 157 297
CACM-1845 102 167
CACM-1846 108 198
CACM-1847 110 246
CACM-1848 41 51
CACM-1849 23 25
CACM-1850 27 34
CACM-1851 24 27
CACM-1852 69 106
CACM-1853 96 180
CACM-1854 108 180
CACM-1855 91 165
CACM-1856 154 371
CACM-1857 26 33
CACM-1858 47 64
CACM-1859 43 69
CACM-1860 49 69
CACM-1861 74 105
CACM-1862 130 212
CACM-1863 28 33
CACM-1864 24 28
CACM-1865 25 25
CACM-1866 31 41
CACM-1867 60 106
CACM-1868 89 135
CACM-1869 86 132
CACM-1870 62 82
CACM-1871 77 111
CACM-1872 24 24
CACM-1873 45 54
CACM-1874 99 164
CACM-1875 74 124
CACM-1876 44 65
CACM-1877 96 175
CACM-1878 87 138
CACM-1879 108 202
CACM-1880 32 40
CACM-1881 26 31
CACM-1882 29 38
CACM-1883 28 31
CACM-1884 68 114
CACM-1885 102 170
CACM-1886 111 196
CACM-1887 43 66
CACM-1888 85 145
CACM-1889 112 162
CACM-1890 102 186
CACM-1891 95 158
CACM-1892 100 179
CACM-1893 37 50
CACM-1894 27 38
CACM-1895 28 31
CACM-1896 22 31
CACM-1897 21 27
CACM-1898 23 32
CACM-1899 33 39
CACM-1900 76 139
CACM-1901 78 125
CACM-1902 74 110
CACM-1903 31 41
CACM-1904 35 47
CACM-1905 73 120
CACM-1906 93 184
CACM-1907 67 96
CACM-1908 124 226
CACM-1909 48 65
CACM-1910 62 95
CACM-1911 87 152
CACM-1912 61 86
CACM-1913 29 37
CACM-1914 28 36
CACM-1915 92 158
CACM-1916 84 145
CACM-1917 46 59
CACM-1918 23 23
CACM-1919 28 34
CACM-1920 25 30
CACM-1921 48 63
CACM-1922 38 124
CACM-1923 57 74
CACM-1924 95 170
CACM-1925 76 126
CACM-1926 79 103
CACM-1927 62 95
CACM-1928 102 198
CACM-1929 92 149
CACM-1930 109 184
CACM-1931 80 143
CACM-1932 78 148
CACM-1933 77 130
CACM-1934 65 101
CACM-1935 64 87
CACM-1936 137 293
CACM-1937 71 120
CACM-1938 69 118
CACM-1939 103 205
CACM-1940 37 41
CACM-1941 24 30
CACM-1942 34 39
CACM-1943 28 37
CACM-1944 28 36
CACM-1945 77 119
CACM-1946 114 207
CACM-1947 77 106
CACM-1948 85 133
CACM-1949 35 43
CACM-1950 26 29
CACM-1951 84 163
CACM-1952 16 17
CACM-1953 27 28
CACM-1954 28 34
CACM-1955 32 41
CACM-1956 108 209
CACM-1957 66 118
CACM-1958 73 119
CACM-1959 75 145
CACM-1960 78 109
CACM-1961 75 148
CACM-1962 115 197
CACM-1963 22 27
CACM-1964 28 33
CACM-1965 35 41
CACM-1966 29 33
CACM-1967 26 31
CACM-1968 35 39
CACM-1969 30 33
CACM-1970 40 47
CACM-1971 32 40
CACM-1972 56 78
CACM-1973 67 82
CACM-1974 105 189
CACM-1975 76 102
CACM-1976 125 265
CACM-1977 78 120
CACM-1978 115 207
CACM-1979 26 32
CACM-1980 28 34
CACM-1981 24 29
CACM-1982 28 35
CACM-1983 21 25
CACM-1984 22 24
CACM-1985 26 30
CACM-1986 26 32
CACM-1987 28 34
CACM-1988 69 109
CACM-1989 87 150
CACM-1990 18 23
CACM-1991 30 40
CACM-1992 37 43
CACM-1993 25 35
CACM-1994 21 27
CACM-1995 28 32
CACM-1996 30 40
CACM-1997 110 183
CACM-1998 55 102
CACM-1999 55 76
CACM-2000 76 132
CACM-2001 45 56
CACM-2002 164 332
CACM-2003 114 243
CACM-2004 84 140
CACM-2005 34 36
CACM-2006 31 40
CACM-2007 14 16
CACM-2008 34 37
CACM-2009 26 32
CACM-2010 22 30
CACM-2011 23 30
CACM-2012 23 30
CACM-2013 21 24
CACM-2014 28 30
CACM-2015 76 130
CACM-2016 85 117
CACM-2017 92 151
CACM-2018 79 143
CACM-2019 84 123
CACM-2020 121 240
CACM-2021 33 43
CACM-2022 25 28
CACM-2023 26 29
CACM-2024 28 29
CACM-2025 37 39
CACM-2026 19 19
CACM-2027 29 37
CACM-2028 33 38
CACM-2029 26 28
CACM-2030 96 160
CACM-2031 73 139
CACM-2032 60 84
CACM-2033 131 283
CACM-2034 70 97
CACM-2035 142 260
CACM-2036 100 142
CACM-2037 27 29
CACM-2038 27 30
CACM-2039 34 36
CACM-2040 27 33
CACM-2041 28 30
CACM-2042 50 71
CACM-2043 28 34
CACM-2044 27 29
CACM-2045 27 30
CACM-2046 138 249
CACM-2047 71 116
CACM-2048 64 107
CACM-2049 48 71
CACM-2050 86 137
CACM-2051 102 192
CACM-2052 69 99
CACM-2053 116 202
CACM-2054 126 214
CACM-2055 27 30
CACM-2056 26 26
CACM-2057 32 39
CACM-2058 28 31
CACM-2059 79 125
CACM-2060 132 238
CACM-2061 98 216
CACM-2062 73 120
CACM-2063 16 16
CACM-2064 95 141
CACM-2065 101 183
CACM-2066 26 30
CACM-2067 32 35
CACM-2068 25 28
CACM-2069 44 50
CACM-2070 23 23
CACM-2071 27 33
CACM-2072 29 32
CACM-2073 32 37
CACM-2074 32 44
CACM-2075 33 39
CACM-2076 56 78
CACM-2077 49 64
CACM-2078 67 104
CACM-2079 20 20
CACM-2080 77 120
CACM-2081 98 164
CACM-2082 100 178
CACM-2083 81 140
CACM-2084 35 48
CACM-2085 26 28
CACM-2086 27 28
CACM-2087 26 31
CACM-2088 33 36
CACM-2089 24 27
CACM-2090 31 51
CACM-2091 82 137
CACM-2092 116 218
CACM-2093 79 122
CACM-2094 76 113
CACM-2095 90 136
CACM-2096 104 208
CACM-2097 84 125
CACM-2098 29 40
CACM-2099 33 38
CACM-2100 21 25
CACM-2101 27 31
CACM-2102 25 27
CACM-2103 24 30
CACM-2104 25 32
CACM-2105 73 128
CACM-2106 142 230
CACM-2107 58 76
CACM-2108 48 64
CACM-2109 75 133
CACM-2110 84 142
CACM-2111 80 119
CACM-2112 79 121
CACM-2113 131 223
CACM-2114 66 125
CACM-2115 24 28
CACM-2116 37 52
CACM-2117 34 45
CACM-2118 30 36
CACM-2119 28 30
CACM-2120 26 29
CACM-2121 26 27
CACM-2122 27 35
CACM-2123 26 32
CACM-2124 26 32
CACM-2125 86 132
CACM-2126 46 56
CACM-2127 110 186
CACM-2128 72 100
CACM-2129 44 68
CACM-2130 99 146
CACM-2131 27 28
CACM-2132 27 31
CACM-2133 32 38
CACM-2134 69 100
CACM-2135 67 98
CACM-2136 44 54
CACM-2137 99 155
CACM-2138 89 149
CACM-2139 63 91
CACM-2140 75 112
CACM-2141 76 110
CACM-2142 113 182
CACM-2143 31 38
CACM-2144 100 212
CACM-2145 116 201
CACM-2146 92 147
CACM-2147 92 145
CACM-2148 80 122
CACM-2149 44 53
CACM-2150 75 120
CACM-2151 75 131
CACM-2152 91 149
CACM-2153 94 143
CACM-2154 86 177
CACM-2155 70 109
CACM-2156 31 34
CACM-2157 27 30
CACM-2158 37 50
CACM-2159 25 34
CACM-2160 95 180
CACM-2161 23 24
CACM-2162 62 100
CACM-2163 89 156
CACM-2164 77 146
CACM-2165 59 96
CACM-2166 74 122
CACM-2167 103 187
CACM-2168 55 78
CACM-2169 78 117
CACM-2170 46 62
CACM-2171 21 23
CACM-2172 22 25
CACM-2173 37 43
CACM-2174 60 89
CACM-2175 97 184
CACM-2176 103 198
CACM-2177 116 214
CACM-2178 101 209
CACM-2179 85 145
CACM-2180 49 65
CACM-2181 138 249
CACM-2182 28 31
CACM-2183 24 27
CACM-2184 99 202
CACM-2185 60 82
CACM-2186 103 182
CACM-2187 82 142
CACM-2188 115 213
CACM-2189 107 216
CACM-2190 16 16
CACM-2191 24 28
CACM-2192 50 64
CACM-2193 52 70
CACM-2194 120 200
CACM-2195 97 191
CACM-2196 129 252
CACM-2197 113 199
CACM-2198 138 260
CACM-2199 25 30
CACM-2200 80 143
CACM-2201 115 174
CACM-2202 125 209
CACM-2203 108 191
CACM-2204 72 104
CACM-2205 27 31
CACM-2206 43 56
CACM-2207 59 101
CACM-2208 87 210
CACM-2209 53 76
CACM-2210 100 170
CACM-2211 84 125
CACM-2212 18 25
CACM-2213 31 40
CACM-2214 30 52
CACM-2215 116 205
CACM-2216 103 194
CACM-2217 130 277
CACM-2218 86 150
CACM-2219 99 216
CACM-2220 80 121
CACM-2221 37 42
CACM-2222 34 40
CACM-2223 29 34
CACM-2224 33 40
CACM-2225 29 33
CACM-2226 62 88
CACM-2227 70 117
CACM-2228 72 113
CACM-2229 99 173
CACM-2230 81 124
CACM-2231 71 124
CACM-2232 117 214
CACM-2233 253 442
CACM-2234 24 29
CACM-2235 22 27
CACM-2236 40 43
CACM-2237 16 16
CACM-2238 19 19
CACM-2239 32 43
CACM-2240 23 29
CACM-2241 32 38
CACM-2242 32 38
CACM-2243 27 32
CACM-2244 24 29
CACM-2245 116 196
CACM-2246 73 123
CACM-2247 94 154
CACM-2248 68 109
CACM-2249 77 120
CACM-2250 27 27
CACM-2251 70 102
CACM-2252 107 179
CACM-2253 83 151
CACM-2254 98 173
CACM-2255 33 40
CACM-2256 30 34
CACM-2257 29 36
CACM-2258 54 77
CACM-2259 26 36
CACM-2260 30 35
CACM-2261 74 114
CACM-2262 61 83
CACM-2263 122 240
CACM-2264 77 160
CACM-2265 123 221
CACM-2266 65 106
CACM-2267 62 87
CACM-2268 77 125
CACM-2269 29 33
CACM-2270 29 34
CACM-2271 22 22
CACM-2272 55 68
CACM-2273 88 144
CACM-2274 100 181
CACM-2275 87 132
CACM-2276 89 136
CACM-2277 77 148
CACM-2278 30 38
CACM-2279 34 50
CACM-2280 38 40
CACM-2281 32 33
CACM-2282 26 30
CACM-2283 79 141
CACM-2284 33 35
CACM-2285 54 79
CACM-2286 71 102
CACM-2287 83 137
CACM-2288 74 126
CACM-2289 149 298
CACM-2290 39 46
CACM-2291 29 35
CACM-2292 24 27
CACM-2293 24 27
CACM-2294 31 33
CACM-2295 40 49
CACM-2296 21 25
CACM-2297 100 183
CACM-2298 86 129
CACM-2299 97 138
CACM-2300 83 131
CACM-2301 99 173
CACM-2302 100 155
CACM-2303 41 47
CACM-2304 65 85
CACM-2305 94 144
CACM-2306 56 69
CACM-2307 90 163
CACM-2308 93 137
CACM-2309 44 52
CACM-2310 90 152
CACM-2311 55 82
CACM-2312 41 49
CACM-2313 90 139
CACM-2314 147 260
CACM-2315 48 62
CACM-2316 67 132
CACM-2317 117 185
CACM-2318 50 79
CACM-2319 108 169
CACM-2320 91 131
CACM-2321 88 143
CACM-2322 59 83
CACM-2323 79 122
CACM-2324 84 126
CACM-2325 46 77
CACM-2326 62 97
CACM-2327 69 97
CACM-2328 28 34
CACM-2329 26 30
CACM-2330 29 41
CACM-2331 27 30
CACM-2332 29 32
CACM-2333 31 35
CACM-2334 27 34
CACM-2335 28 33
CACM-2336 25 32
CACM-2337 47 62
CACM-2338 38 54
CACM-2339 80 121
CACM-2340 77 127
CACM-2341 128 221
CACM-2342 131 256
CACM-2343 112 185
CACM-2344 128 278
CACM-2345 62 95
CACM-2346 28 36
CACM-2347 26 32
CACM-2348 19 23
CACM-2349 33 41
CACM-2350 27 29
CACM-2351 23 26
CACM-2352 22 28
CACM-2353 63 90
CACM-2354 111 207
CACM-2355 90 138
CACM-2356 73 110
CACM-2357 89 152
CACM-2358 118 214
CACM-2359 94 182
CACM-2360 29 37
CACM-2361 28 31
CACM-2362 32 37
CACM-2363 24 31
CACM-2364 35 54
CACM-2365 67 81
CACM-2366 65 133
CACM-2367 86 143
CACM-2368 81 138
CACM-2369 91 154
CACM-2370 85 120
CACM-2371 53 85
CACM-2372 100 161
CACM-2373 86 145
CACM-2374 71 107
CACM-2375 105 175
CACM-2376 78 126
CACM-2377 101 175
CACM-2378 97 173
CACM-2379 86 144
CACM-2380 113 165
CACM-2381 24 24
CACM-2382 23 23
CACM-2383 90 155
CACM-2384 22 27
CACM-2385 27 36
CACM-2386 21 21
CACM-2387 55 69
CACM-2388 80 141
CACM-2389 75 117
CACM-2390 113 200
CACM-2391 32 44
CACM-2392 28 30
CACM-2393 30 42
CACM-2394 36 47
CACM-2395 45 64
CACM-2396 130 213
CACM-2397 19 19
CACM-2398 88 134
CACM-2399 58 73
CACM-2400 73 103
CACM-2401 95 159
CACM-2402 124 225
CACM-2403 26 34
CACM-2404 26 28
CACM-2405 27 33
CACM-2406 84 155
CACM-2407 55 86
CACM-2408 45 69
CACM-2409 50 73
CACM-2410 49 83
CACM-2411 39 52
CACM-2412 36 44
CACM-2413 54 72
CACM-2414 25 25
CACM-2415 29 37
CACM-2416 30 33
CACM-2417 23 24
CACM-2418 28 33
CACM-2419 27 29
CACM-2420 94 154
CACM-2421 140 254
CACM-2422 23 23
CACM-2423 109 168
CACM-2424 103 198
CACM-2425 18 18
CACM-2426 31 36
CACM-2427 23 27
CACM-2428 33 36
CACM-2429 42 49
CACM-2430 30 39
CACM-2431 27 36
CACM-2432 29 34
CACM-2433 94 158
CACM-2434 56 84
CACM-2435 54 73
CACM-2436 60 81
CACM-2437 94 200
CACM-2438 124 216
CACM-2439 73 114
CACM-2440 26 27
CACM-2441 19 19
CACM-2442 19 20
CACM-2443 22 22
CACM-2444 38 40
CACM-2445 25 28
CACM-2446 37 42
CACM-2447 47 66
CACM-2448 23 26
CACM-2449 52 76
CACM-2450 74 99
CACM-2451 114 201
CACM-2452 88 159
CACM-2453 98 155
CACM-2454 70 100
CACM-2455 87 148
CACM-2456 83 153
CACM-2457 69 101
CACM-2458 22 23
CACM-2459 23 23
CACM-2460 19 19
CACM-2461 18 18
CACM-2462 21 21
CACM-2463 21 21
CACM-2464 29 34
CACM-2465 33 40
CACM-2466 29 32
CACM-2467 29 36
CACM-2468 25 28
CACM-2469 51 83
CACM-2470 141 277
CACM-2471 103 168
CACM-2472 22 28
CACM-2473 27 31
CACM-2474 29 33
CACM-2475 29 32
CACM-2476 31 40
CACM-2477 29 37
CACM-2478 28 31
CACM-2479 75 150
CACM-2480 106 163
CACM-2481 60 113
CACM-2482 68 103
CACM-2483 150 263
CACM-2484 102 201
CACM-2485 77 128
CACM-2486 96 138
CACM-2487 62 97
CACM-2488 47 61
CACM-2489 36 39
CACM-2490 70 111
CACM-2491 52 74
CACM-2492 60 93
CACM-2493 54 77
CACM-2494 92 161
CACM-2495 39 47
CACM-2496 79 148
CACM-2497 97 185
CACM-2498 76 119
CACM-2499 129 229
CACM-2500 107 174
CACM-2501 94 162
CACM-2502 31 36
CACM-2503 19 19
CACM-2504 33 40
CACM-2505 28 31
CACM-2506 26 30
CACM-2507 42 55
CACM-2508 28 31
CACM-2509 19 20
CACM-2510 23 24
CACM-2511 16 16
CACM-2512 22 29
CACM-2513 62 96
CACM-2514 72 97
CACM-2515 80 152
CACM-2516 80 131
CACM-2517 80 108
CACM-2518 75 112
CACM-2519 83 131
CACM-2520 38 46
CACM-2521 35 39
CACM-2522 92 155
CACM-2523 80 132
CACM-2524 81 131
CACM-2525 85 182
CACM-2526 99 187
CACM-2527 81 123
CACM-2528 30 33
CACM-2529 30 33
CACM-2530 34 36
CACM-2531 25 30
CACM-2532 28 32
CACM-2533 33 42
CACM-2534 126 221
CACM-2535 103 193
CACM-2536 82 127
CACM-2537 92 146
CACM-2538 94 149
CACM-2539 35 43
CACM-2540 24 24
